,lon,lat,station_info
608,-82.62388889,28.90638889,02310747
609,-82.6351883,28.90500349,02310750
610,-82.6458056,28.90155556,02310752
611,-82.6167699,29.00997485,02313230
612,-82.6167699,29.00997485,02313231
613,-82.6378818,29.02108538,02313250
614,-82.7657876,29.00110935,02313272
615,-82.769001,29.20413378,02313700
616,-82.9276278,29.955785,02320500
617,-82.8604033,29.91162076,02322800
618,-82.924293,29.79134359,02323000
619,-82.9365131,29.58968017,02323500
620,-82.9331797,29.5891247,02323502
621,-82.976791,29.4896808,02323566
622,-83.3215262,29.78661294,02324000
623,-83.37735989,29.6682821,02324170
624,-83.6623725,30.0713236,02325000
625,-83.7776534,30.01132315,02325543
626,-83.8237679,30.17076448,02326000
627,-83.8987028,30.06811667,02326050
628,-83.80682559,30.36992847,02326500
629,-83.9796085,30.3013159,02326526
630,-83.9797728,30.11234694,02326550
631,-84.1482508,30.2714311,02326900
632,-84.30128689,30.23492447,02327000
633,-84.261563,30.2138141,02327022
634,-84.3273972,30.07270485,02327031
635,-84.40823469,30.18825753,02327033
636,-84.4943482,30.12936856,02327100
637,-84.6679637,30.17658934,02330150
638,-84.8433,30.03624444,02330400
639,-85.1420111,30.1322611,02358754
640,-85.0154686,29.94937094,02359170
641,-85.0842806,29.7695111,02359223
642,-85.5565932,30.3846406,02359500
643,-87.2905288,30.44825279,02376100
644,-81.0643806,25.13696944,250802081035500
645,-80.73358889,25.16819444,251003080435500
646,-80.7231111,25.17464167,251032080432200
647,-80.7927778,25.17555556,251032080473400
648,-80.7355833,25.17588889,251033080440800
649,-81.1327778,25.18765278,251115081075800
650,-80.6390528,25.19059444,251127080382100
651,-80.6190944,25.1982111,251152080370900
652,-80.7886667,25.1983611,251154080471900
653,-80.8016111,25.2007222,251203080480600
654,-80.5841111,25.20330278,251209080350100
655,-80.6476667,25.2102972,251241080385300
656,-80.5335056,25.2148972,251253080320100
657,-80.4859472,25.2283,251341080291200
658,-80.5248667,25.232625,251355080312800
659,-80.4475722,25.24210833,251433080265000
660,-80.4201833,25.2642111,251549080251200
661,-80.5725528,25.28610833,251716080342100
662,-80.4351667,25.33033333,251946080254800
663,-80.54666389,25.33876944,252036080324300
664,-81.0366944,25.3749722,252230081021300
665,-81.0859583,25.43055556,252551081050900
666,-80.9331528,25.512125,253044080555900
667,-80.9322222,25.50129167,253047080555600
668,-80.6527667,25.6401611,253828080391100
669,-80.6349167,25.69165,254130080380500
670,-80.3606111,25.69905556,254157080213800
671,-80.5573583,25.71970278,254315080331500
672,-80.5532222,25.7617222,254540080325700
673,-80.5908611,25.76175,254540080361500
674,-80.6820444,25.7620472,254543080405401
675,-80.8213583,25.76188056,254543080491101
676,-80.6172222,25.78527778,254707080370201
677,-80.5788611,25.79755556,254754080344300
678,-80.80888889,25.7997222,254759080483201
679,-80.7201222,25.8142722,254848080432001
680,-80.5993333,25.83769444,255014080355801
681,-80.3863333,25.84069444,255026080231300
682,-80.6205667,25.86515,255154080371300
683,-80.6202,25.86485,255154080371303
684,-80.6805556,25.86666667,255200080405001
685,-80.55675,25.88408333,255250080335001
686,-80.58876389,25.90660833,255300080370001
687,-81.4555,25.89538889,255327081275900
688,-81.5109167,25.90880556,255432081303900
689,-81.5443056,25.926,255534081324000
690,-80.75,25.94277778,255634080450001
691,-80.4986111,25.9522222,255708080295501
692,-80.6696111,25.97513889,255828080401301
693,-80.77888889,26.00194444,260007080464401
694,-80.48236389,26.0076472,260037080303401
695,-80.5880556,26.01166667,260042080351701
696,-80.90388889,26.06527778,260355080541401
697,-80.7575,26.06944444,260410080452701
698,-80.5069444,26.09333333,260536080302501
699,-80.7527778,26.1236111,260725080451001
700,-80.3670833,26.13644444,260810080222001
701,-80.75075,26.17421944,261023080443001
702,-80.37138889,26.17638889,261035080221701
703,-80.531,26.1884722,261117080315201
704,-80.44863889,26.17744444,261150080270001
705,-80.4540278,26.20241667,261200080275001
